Column1,Column2,Column3
畫作資訊,圖片連結,畫作名稱
編　　號AlmaTedema001作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1885原作尺寸45 x 66.1 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次5334,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema001.jpg,期望 Expectations
編　　號AlmaTedema002作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1869原作尺寸58.5 x 46 cm原作材質油彩．畫板 Oil on panel瀏覽人次4147,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema002.jpg,希臘婦女 A Greek Women
編　　號AlmaTedema003作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1893原作尺寸45.1 x 62.8 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次4860,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema003.jpg,無知的對手 Unconscious Rivals
編　　號AlmaTedema004作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1895原作尺寸64 x 44.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3839,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema004.jpg,最佳位置 A Coign of Vantage
編　　號AlmaTedema005作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1888原作尺寸132.1 x 213.9 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2959,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema005.jpg,黑利阿迦八魯斯的玫瑰 The Roses of Heliogabalus
編　　號AlmaTedema006作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1903原作尺寸69.1 x 42.2 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2325,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema006.jpg,銀色最愛 Silver Favorites
編　　號AlmaTedema007作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1902原作尺寸38.1 x 22.86 cm原作材質油彩．畫板 Oil on panel瀏覽人次2422,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema007.jpg,粗心的傾訴 Unwelcome Confidences
編　　號AlmaTedema008作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1893原作尺寸25.4 x 12.7 cm原作材質油彩．畫板 Oil on panel瀏覽人次3826,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema008.jpg,祝福一路平安 God Speed
編　　號AlmaTedema009作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1885原作尺寸65.4 x 91.4 cm原作材質油彩．畫板 Oil on panel瀏覽人次3834,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema009.jpg,安東尼相遇克莉奧佩特拉 The Meeting of Antony and Cleopatra
編　　號AlmaTedema010作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1867原作尺寸71 x 46.4 cm原作材質油彩．畫板 Oil on panel瀏覽人次3193,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema010.jpg,奧古斯都時期的收藏家 The Collector Of Pictures At The Time Of Augustus
編　　號AlmaTedema011作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1900原作尺寸77.5 x 41.3 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2846,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema011.jpg,枉然之戀 Vain Courtship
編　　號AlmaTedema012作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1863原作尺寸29.2 x 22.5 cm原作材質油彩．畫板 Oil on panel瀏覽人次2328,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema012.jpg,是誰呢 Who is it？
編　　號AlmaTedema013作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1887原作尺寸89 x 53.3 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2262,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema013.jpg,春節 A Spring Festival (On the Road to the Temple of Ceres)
編　　號AlmaTedema014作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1890原作尺寸66 x 44.7 cm原作材質油彩．畫板 Oil on panel瀏覽人次3592,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema014.jpg,觀望和等待 Watching and Waiting
編　　號AlmaTedema015作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1867原作尺寸46.8 x 60.7 cm原作材質油彩．畫板 Oil on panel瀏覽人次2475,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema015.jpg,克勞狄皇帝加冕 Proclaiming Claudius Emperor. opus XLVIII
編　　號AlmaTedema016作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1868原作尺寸130 x 360 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2876,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema016.jpg,龐培場景 Escena pompeyana
編　　號AlmaTedema017作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1890原作尺寸42 x 33 cm原作材質油彩．畫板 Oil on panel瀏覽人次2305,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema017.jpg,雄辯的沉默 An eloquent silence
編　　號AlmaTedema018作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1897原作尺寸22.9 x 38.2 cm原作材質油彩．畫板 Oil on panel瀏覽人次2338,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema018.jpg,悵然遠望 Her Eyes are with Her Thoughts and They are Far Away
編　　號AlmaTedema019作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema原作尺寸91.4 x 61 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2988,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema019.jpg,羽毛球拍和羽毛球 Battledore and Shuttlecock
編　　號AlmaTedema020作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1889原作尺寸30.5 x 22.9 cm原作材質油彩．木板 Oil on wood瀏覽人次3253,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema020.jpg,沉默的招呼 A Silent Greeting
編　　號AlmaTedema021作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1909原作尺寸66 x 45.1 cm原作材質油彩．木板 Oil on wood瀏覽人次3349,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema021.jpg,最愛的習俗 A Favourite Custom
編　　號AlmaTedema022作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1894原作尺寸178.44 x 80 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2757,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema022.jpg,春天 Spring
編　　號AlmaTedema023作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1881原作尺寸66.04 x 121.92 cm原作材質油彩．畫板 Oil on panel瀏覽人次3258,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema023.jpg,莎福和阿喀修斯 Sappho and Alcaeus (Opus CCXXIII)
編　　號AlmaTedema024作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1887原作尺寸129.9 x 182.9 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3916,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema024.jpg,阿姆菲斯的女人們 The Women of Amphissa
編　　號AlmaTedema025作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1868原作尺寸49.8 x 37.2 cm原作材質油彩．畫板 Oil on panel瀏覽人次2875,https://www.ss.net.tw/images/product_images/popup_images/25_01546786058.jpg,女人和鮮花 Woman and Flowers (Opus LIX)
編　　號AlmaTedema026作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1885原作尺寸91 x 183 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次4027,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema026.jpg,講學的荷馬 A Reading from Homer
編　　號AlmaTedema027作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1881原作尺寸24.2 x 33 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2867,https://www.ss.net.tw/images/product_images/popup_images/27_01595580270.jpg,溫水浴室 In the Tepidarium
編　　號AlmaTedema028作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1906原作尺寸80 x 115.6 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3556,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema028.jpg,不要問我 Ask Me No More
編　　號AlmaTedema029作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1904原作尺寸137.5 x 213.4 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2871,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema029.jpg,發現摩西 The Finding of Moses
編　　號AlmaTedema030作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1870 - 71原作尺寸76.8 x 174 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2261,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema030.jpg,葡萄酒節 The vintage festival
編　　號AlmaTedema031作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1889原作尺寸77.5 x 177.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3177,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema031.jpg,酒神祭 A dedication to Bacchus
編　　號AlmaTedema032作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1861原作尺寸129.5 x 177.8 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3265,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema032.jpg,克洛維斯的子女教育 The Education of the Children of Clovis
編　　號AlmaTedema033作　　者亞瑪泰得瑪 Sir Lawrence Alma Tadema年　　份1882原作尺寸91.4 x 65.4 cm原作材質油彩．畫板 Oil on panel瀏覽人次2408,https://www.ss.net.tw/images/product_images/popup_images/AlmaTedema033.jpg,夾竹桃 An Oleander
編　　號Angelico001作　　者安基利柯 Fra Angelico年　　份1430原作尺寸230 x 321 cm原作材質壁畫 Fresco瀏覽人次4918,https://www.ss.net.tw/images/product_images/popup_images/Angelico001.jpg,聖告圖 The Annunciation
編　　號Angelico002作　　者安基利柯 Fra Angelico年　　份1440 - 41原作尺寸180 x 146 cm原作材質壁畫 Fresco瀏覽人次3386,https://www.ss.net.tw/images/product_images/popup_images/Angelico002.jpg,相遇 Noli Me Tangere
編　　號Angelico003作　　者安基利柯 Fra Angelico年　　份1430原作尺寸17 x 26 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次1921,https://www.ss.net.tw/images/product_images/popup_images/Angelico003.jpg,在曠野狂喜的聖本篤 Saint Benoit En Extase Au D?sert
編　　號Angelico004作　　者安基利柯 Fra Angelico年　　份l445原作尺寸180 x 202 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次2417,https://www.ss.net.tw/images/product_images/popup_images/Angelico004.jpg,聖母、聖嬰和六位聖徒 Annalena Altarpiece
編　　號Angelico005作　　者安基利柯 Fra Angelico年　　份1437原作尺寸34 x 60 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次3356,https://www.ss.net.tw/images/product_images/popup_images/Angelico005.jpg,聖尼古拉的故事 Story of St Nicholas
編　　號Angelico006作　　者安基利柯 Fra Angelico年　　份1437原作尺寸34 x 60 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次3551,https://www.ss.net.tw/images/product_images/popup_images/Angelico006.jpg,聖尼古拉的故事 Story of St Nicholas
編　　號Angelico007作　　者安基利柯 Fra Angelico年　　份1450原作尺寸88.9 x 54.9 cm原作材質蛋彩．楊木 tempera on poplar瀏覽人次2833,https://www.ss.net.tw/images/product_images/popup_images/Angelico007.jpg,埋葬基督 The Entombment of Christc
編　　號Angelico008作　　者安基利柯 Fra Angelico年　　份1420原作尺寸80.5 x 47 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2979,https://www.ss.net.tw/images/product_images/popup_images/Angelico008.jpg,聖母子與兩個天使 Madonna and Child with Two Angels
編　　號Angelico009作　　者安基利柯 Fra Angelico年　　份1435原作尺寸112 x 114 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次4655,https://www.ss.net.tw/images/product_images/popup_images/Angelico009.jpg,聖母加冕 Coronation of the Virgin
編　　號Angelico010作　　者安基利柯 Fra Angelico年　　份1430 - 32原作尺寸150 x 180 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次3717,https://www.ss.net.tw/images/product_images/popup_images/Angelico010.jpg,聖告圖 The Annunciation
編　　號Angelico011作　　者安基利柯 Fra Angelico年　　份1440原作尺寸74 x 52 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次3158,https://www.ss.net.tw/images/product_images/popup_images/Angelico011.jpg,謙卑的聖母 The Madonna of Humility
編　　號Angelico012作　　者安基利柯 Fra Angelico年　　份1424 - 30原作尺寸196 x 187 cm原作材質壁畫 Fresco瀏覽人次2206,https://www.ss.net.tw/images/product_images/popup_images/Angelico012.jpg,聖母子和聖人們 The Virgin and Child with SS Dominic and Thomas Aquinas
編　　號Angelico013作　　者安基利柯 Fra Angelico年　　份1433 - 35原作尺寸98.6 x 49.2 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2015,https://www.ss.net.tw/images/product_images/popup_images/Angelico013.jpg,謙卑的聖母 The Madonna of Humility
編　　號Angelico014作　　者安基利柯 Fra Angelico年　　份1430原作尺寸60.7 x 45.2 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2939,https://www.ss.net.tw/images/product_images/popup_images/Angelico014.jpg,謙卑的聖母 The Madonna of Humility
編　　號Angelico015作　　者安基利柯 Fra Angelico年　　份1419 - 35原作尺寸73 x 32 cm原作材質蛋彩．白楊木 Egg tempera on poplar瀏覽人次1946,https://www.ss.net.tw/images/product_images/popup_images/Angelico015.jpg,多明尼加祝福 Dominican Beati
編　　號Angelico016作　　者安基利柯 Fra Angelico年　　份1419 - 35原作尺寸73 x 31.8 cm原作材質蛋彩．白楊木 Egg tempera on poplar瀏覽人次1917,https://www.ss.net.tw/images/product_images/popup_images/Angelico016.jpg,多明尼加祝福 Dominican Beati
編　　號Angelico017作　　者安基利柯 Fra Angelico年　　份1419 - 35原作尺寸31.8 x 73 cm原作材質蛋彩．白楊木 Egg tempera on poplar瀏覽人次1987,https://www.ss.net.tw/images/product_images/popup_images/Angelico017.jpg,基督帶著聖者及烈士們作為先驅 The Forerunners of Christ with Saints and Martyrs
編　　號Angelico018作　　者安基利柯 Fra Angelico年　　份1419 - 35原作尺寸31.8 x 73 cm原作材質蛋彩．白楊木 Egg tempera on poplar瀏覽人次2420,https://www.ss.net.tw/images/product_images/popup_images/Angelico018.jpg,聖母帶著使徒及其餘之聖者 The Virgin Mary with the Apostles and Other Saints
編　　號Angelico019作　　者安基利柯 Fra Angelico年　　份1430 - 33原作尺寸52.7 x 44.2 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2977,https://www.ss.net.tw/images/product_images/popup_images/Angelico019.jpg,聖方濟和一位主教.聖施洗約翰和聖道明 Saint Francis and a Bishop Saint. Saint John the Baptist and Saint Dominic
編　　號Angelico020作　　者安基利柯 Fra Angelico年　　份1420原作尺寸73.8 x 105 cm原作材質蛋彩．楊木 tempera on poplar瀏覽人次1939,https://www.ss.net.tw/images/product_images/popup_images/53_01542545478.jpg,修道者的生活場景 Scenes from the Lives of the Desert Fathers ( Thebaid )
編　　號Angelico021作　　者安基利柯 Fra Angelico年　　份1440原作尺寸34 x 50.2 cm原作材質蛋彩．畫布 Tempera on canvas瀏覽人次2006,https://www.ss.net.tw/images/product_images/popup_images/Angelico021.jpg,十字架受難 The Crucifixio
編　　號Angelico022作　　者安基利柯 Fra Angelico年　　份1425原作尺寸15.9 x 15.6 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次2976,https://www.ss.net.tw/images/product_images/popup_images/Angelico022.jpg,主教聖者 A Bishop Saint
編　　號Angelico023作　　者安基利柯 Fra Angelico年　　份1420原作尺寸80.5 x 47 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2654,https://www.ss.net.tw/images/product_images/popup_images/Angelico023.jpg,聖母、聖嬰與兩位天使 Madonna and Child with Two Angels
編　　號Angelico024作　　者安基利柯 Fra Angelico年　　份1420 - 23原作尺寸63.8 x 48.3 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次3202,https://www.ss.net.tw/images/product_images/popup_images/Angelico024.jpg,受難 The Crucifixion
編　　號Angelico025作　　者安基利柯 Fra Angelico年　　份1445原作尺寸137.3 x 138.35 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2117,https://www.ss.net.tw/images/product_images/popup_images/Angelico025.jpg,三王朝拜 The Adoration of the Magi
編　　號Angelico026作　　者安基利柯 Fra Angelico年　　份1423 - 24原作尺寸31.7 x 73 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次3636,https://www.ss.net.tw/images/product_images/popup_images/Angelico026.jpg,基督的榮耀 Christ Glorified in the Court of Heaven
編　　號Angelico027作　　者安基利柯 Fra Angelico年　　份1438 - 43原作尺寸36.2 x 46.3 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次2101,https://www.ss.net.tw/images/product_images/popup_images/Angelico027.jpg,被聖葛斯默和聖丹米安治癒的帕拉底安 The Healing of Palladia by Saint Cosmas and Saint Damian
編　　號Angelico028作　　者安基利柯 Fra Angelico年　　份1433 - 34原作尺寸176 x 185 cm原作材質蛋彩．畫板 Tempera on panel瀏覽人次3044,https://www.ss.net.tw/images/product_images/popup_images/Angelico028.jpg,卸下聖體 The Deposition from the Cross
編　　號Angelico029作　　者安基利柯 Fra Angelico年　　份1450原作尺寸103 x 121.4 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次3269,https://www.ss.net.tw/images/product_images/popup_images/Angelico029.jpg,最後的審判 The Last Judgement
編　　號Angelico030作　　者安基利柯 Fra Angelico年　　份1435原作尺寸27 x 26 cm原作材質油彩．畫板 Oil on panel瀏覽人次2790,https://www.ss.net.tw/images/product_images/popup_images/Angelico030.jpg,聖道明和聖方濟 The Meeting of St. Dominic and St. Francis of Assisi
編　　號Angelico031作　　者安基利柯 Fra Angelico年　　份1430 - 32原作尺寸154 x 194 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次2777,https://www.ss.net.tw/images/product_images/popup_images/Angelico031.jpg,報佳音 Verkundigung an Maria
編　　號Angelico032作　　者安基利柯 Fra Angelico年　　份1430 - 40原作尺寸24.4 x 32.3 cm原作材質蛋彩．木板 Tempera on wood瀏覽人次2428,https://www.ss.net.tw/images/product_images/popup_images/Angelico032.jpg,多明尼加的願景 The Vision of the Dominican Habit
編　　號Balla001作　　者巴拉 Giacomo Balla年　　份1924原作尺寸77 x 56 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2570,https://www.ss.net.tw/images/product_images/popup_images/Balla001.jpg,數字愛好者 Numeri innamorati
編　　號Balla002作　　者巴拉 Giacomo Balla年　　份1912 - 13原作尺寸49.5 x 42 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3931,https://www.ss.net.tw/images/product_images/popup_images/Balla002.jpg,光的研究 Studio della luce
編　　號Balla003作　　者巴拉 Giacomo Balla年　　份1913原作尺寸96.8 x 120 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3648,https://www.ss.net.tw/images/product_images/popup_images/Balla003.jpg,雨燕的細節： 運動路徑 + 動態序列 Detail of Swifts： Paths of Movement + Dynamic Sequences
編　　號Balla004作　　者巴拉 Giacomo Balla年　　份1910 - 11原作尺寸174.7 x 114.7 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3897,https://www.ss.net.tw/images/product_images/popup_images/Balla004.jpg,街燈 Street Light
編　　號Balla005作　　者巴拉 Giacomo Balla年　　份1913原作尺寸56 x 75 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2927,https://www.ss.net.tw/images/product_images/popup_images/Balla005.jpg,線的速度 Line of speed
編　　號Balla006作　　者巴拉 Giacomo Balla年　　份1918原作尺寸42 x 59.5 cm原作材質水粉．紙 Gouache on paper瀏覽人次2941,https://www.ss.net.tw/images/product_images/popup_images/Balla006.jpg,轉換精神形式 Trasformazione forme spiriti
編　　號Balla007作　　者巴拉 Giacomo Balla年　　份1917 - 18原作尺寸41 x 56 cm原作材質油墨．琺瑯．紙 Oil and enamel on paper瀏覽人次3217,https://www.ss.net.tw/images/product_images/popup_images/72_01549503200.jpg,琺瑯景觀的磁力線 Lines of Force of an Enamelled Landscape
編　　號Balla008作　　者巴拉 Giacomo Balla年　　份1928原作尺寸19.69 x 32.07 cm原作材質水粉．紙 Gouache on paper瀏覽人次3376,https://www.ss.net.tw/images/product_images/popup_images/Balla008.jpg,噪音的形式 Forme Rumore
編　　號Balla009作　　者巴拉 Giacomo Balla年　　份1930原作尺寸65 x 56 cm原作材質油彩．木板 Oil on wood瀏覽人次3517,https://www.ss.net.tw/images/product_images/popup_images/Balla009.jpg,花盆裡的白色大麗花 Dalie bianche nel vaso
編　　號Balla010作　　者巴拉 Giacomo Balla年　　份1913原作尺寸50.5 x 65.6 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2948,https://www.ss.net.tw/images/product_images/popup_images/Balla010.jpg,抽象速度 Velocit? astratta
編　　號Balla011作　　者巴拉 Giacomo Balla年　　份1913原作尺寸50 x 65 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2771,https://www.ss.net.tw/images/product_images/popup_images/Balla011.jpg,抽象速度 - 通過的汽車 Abstract Speed - The Car Has Passed
編　　號Balla012作　　者巴拉 Giacomo Balla年　　份1924原作尺寸77.4 x 77 cm原作材質油彩．畫布 Oil on canvas瀏覽人次3393,https://www.ss.net.tw/images/product_images/popup_images/77_01549503304.jpg,環形飛機 Circular Planes
編　　號Balla013作　　者巴拉 Giacomo Balla年　　份1929原作尺寸77 x 77 cm原作材質蛋彩．畫布 Tempera on canvas瀏覽人次2187,https://www.ss.net.tw/images/product_images/popup_images/Balla013.jpg,塑料值 Valori plastici
編　　號Balla014作　　者巴拉 Giacomo Balla年　　份1915原作尺寸101 x 137.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2903,https://www.ss.net.tw/images/product_images/popup_images/79_01549503529.jpg,愛國運動 Patriotic Demonstration
編　　號Balla015作　　者巴拉 Giacomo Balla年　　份1914原作尺寸61 x 50.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2234,https://www.ss.net.tw/images/product_images/popup_images/Balla015.jpg,望遠鏡前水星穿過太陽 Il pianeta Mercurio passa davanti al sole nel telescopio
編　　號Balla016作　　者巴拉 Giacomo Balla年　　份1925原作尺寸279 x 381 cm原作材質布面油畫掛毯 olio su tela d’arazzo瀏覽人次2589,https://www.ss.net.tw/images/product_images/popup_images/Balla016.jpg,未來派的天才 Genio Futurista
編　　號Balla017作　　者巴拉 Giacomo Balla年　　份1929原作尺寸77 x 77.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2351,https://www.ss.net.tw/images/product_images/popup_images/Balla017.jpg,風景 + 飛行的燕子 Landscape + swallows in flight
編　　號Balla018作　　者巴拉 Giacomo Balla年　　份1913原作尺寸54.5 x 76.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3438,https://www.ss.net.tw/images/product_images/popup_images/Balla018.jpg,抽象的速度 + 聲音 Abstract Speed + Sound
編　　號Balla019作　　者巴拉 Giacomo Balla年　　份1913原作尺寸74 x 104 cm原作材質油墨．墨水．紙．木板 Oil and ink on paper laid on board瀏覽人次3069,https://www.ss.net.tw/images/product_images/popup_images/Balla019.jpg,汽車的速度 Velocity Of An Automobile
編　　號Balla020作　　者巴拉 Giacomo Balla年　　份1912原作尺寸90.8 x 110.2 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3828,https://www.ss.net.tw/images/product_images/popup_images/Balla020.jpg,拴著皮帶的狗的動力 Dynamism of a Dog on a Leash
編　　號Balla021作　　者巴拉 Giacomo Balla年　　份1913原作尺寸49 x 68 cm原作材質蛋彩．紙 tempera on paper瀏覽人次2718,https://www.ss.net.tw/images/product_images/popup_images/Balla021.jpg,運動軌跡 + 動態序列 Paths of Movement + Dynamic Sequences
編　　號Balla022作　　者巴拉 Giacomo Balla年　　份1916原作尺寸81.3 x 66.8 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2282,https://www.ss.net.tw/images/product_images/popup_images/Balla022.jpg,彈簧 Spring
編　　號Balla023作　　者巴拉 Giacomo Balla年　　份1923原作尺寸44 x 59 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2453,https://www.ss.net.tw/images/product_images/popup_images/Balla023.jpg,悲觀樂觀情緒的擴大 Espansionauree di pessimismo ottimismo
編　　號Balla024作　　者巴拉 Giacomo Balla年　　份1918 - 20原作尺寸22.2 x 30.2 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2929,https://www.ss.net.tw/images/product_images/popup_images/Balla024.jpg,空間力量 Forze spaziali
編　　號Balla025作　　者巴拉 Giacomo Balla年　　份1914原作尺寸100.2 x 120.5 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次2530,https://www.ss.net.tw/images/product_images/popup_images/Balla025.jpg,滲透的彩虹 - 尤加利樹 Compenetrazione iridescente - Eucalyptus
編　　號Balla026作　　者巴拉 Giacomo Balla年　　份1921原作尺寸31.5 x 39 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次3422,https://www.ss.net.tw/images/product_images/popup_images/Balla026.jpg,巧克力的回憶 Cioccolato reclam per il Bal-Tic-Tac
編　　號Balla027作　　者巴拉 Giacomo Balla年　　份1916原作尺寸17.9 x 24.1 cm原作材質紙板．拼貼．水彩 collage et gouache sur carton瀏覽人次2941,https://www.ss.net.tw/images/product_images/popup_images/Balla027.jpg,穿透線 Linea di Compenetrazione
編　　號Bellini001作　　者貝里尼 Giovanni Bellini年　　份1505原作尺寸95.7 x 81.8 cm原作材質油彩．畫板 Oil on panel瀏覽人次2621,https://www.ss.net.tw/images/product_images/popup_images/Bellini001.jpg,聖母子、聖彼得、聖馬克與信徒 Virgin with Child with Saint Peter. Saint Mark and a Donor
編　　號Bellini002作　　者貝里尼 Giovanni Bellini年　　份1514原作尺寸170 x 188 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次4115,https://www.ss.net.tw/images/product_images/popup_images/Bellini002.jpg,諸神之宴 The Feast of the Gods
編　　號Bellini003作　　者貝里尼 Giovanni Bellini年　　份1465 - 70原作尺寸94.6 x 71.8 cm原作材質油彩．畫布 Oil on Canvas瀏覽人次1842,https://www.ss.net.tw/images/product_images/popup_images/Bellini003.jpg,天使扶持著死亡的基督 The Dead Christ supported by Angels
編　　號Bellini004作　　者貝里尼 Giovanni Bellini年　　份1501 - 04原作尺寸61.6 x 45.1 cm原作材質油彩．楊木 Oil on poplar瀏覽人次1971,https://www.ss.net.tw/images/product_images/popup_images/Bellini004.jpg,雷翁那多‧羅雷丹總督 The Doge Leonardo Loredan
編　　號Bellini005作　　者貝里尼 Giovanni Bellini年　　份1500原作尺寸67.3 x 86.4 cm原作材質油彩、畫板 Oil on panel瀏覽人次1883,https://www.ss.net.tw/images/product_images/popup_images/Bellini005.jpg,草原上的聖母 Madonna of the Meadow
編　　號Bellini006作　　者貝里尼 Giovanni Bellini年　　份1490 - 1504原作尺寸73 x 119 cm原作材質油彩、木板 Oil on Wood瀏覽人次2631,https://www.ss.net.tw/images/product_images/popup_images/Bellini006.jpg,神聖的寓言 Sacred Allegory
編　　號Bellini007作　　者貝里尼 Giovanni Bellini年　　份1480原作尺寸124.4 x 141.9 cm原作材質油彩、畫板 Oil on panel瀏覽人次2966,https://www.ss.net.tw/images/product_images/popup_images/Bellini007.jpg,狂喜中的聖法蘭西斯 St. Francis in the Desert
